Pre,Displacement,Tension,Resistance,Stutus,,0--12,4--12,8--12,,,,
60.59,11.43,45.9,,36.6,11.43,45.9,,,,,,
60.6,11.42,46,,36.61,11.42,46,,,,,,
60.62,11.4,45.9,,36.63,11.4,45.9,,,,,,
60.63,11.39,45.8,,36.64,11.39,45.8,,,,,,
60.64,11.38,45.6,,36.65,11.38,45.6,,,,,,
60.65,11.36,45.5,,36.66,11.36,45.5,,,,,,
60.67,11.35,45.5,,36.68,11.35,45.5,,,,,,
60.68,11.34,45.4,,36.69,11.34,45.4,,,,,,
60.69,11.32,44.8,,36.7,11.32,44.8,,,,,,
60.7,11.31,44.8,,36.71,11.31,44.8,,,,,,
60.71,11.3,45,,36.72,11.3,45,,,,,,
60.73,11.29,44.8,,36.74,11.29,44.8,,,,,,
60.74,11.27,44.7,,36.75,11.27,44.7,,,,,,
60.75,11.26,44.5,,36.76,11.26,44.5,,,,,,
60.76,11.25,44.7,,36.77,11.25,44.7,,,,,,
60.78,11.23,44.6,,36.79,11.23,44.6,,,,,,
60.79,11.23,44.3,,36.8,11.23,44.3,,,,,,
60.8,11.21,44.4,,36.81,11.21,44.4,,,,,,
60.81,11.2,44.3,,36.82,11.2,44.3,,,,,,
60.83,11.19,44.2,,36.84,11.19,44.2,,,,,,
60.84,11.18,44,,36.85,11.18,44,,,,,,
60.85,11.16,44.2,,36.86,11.16,44.2,,,,,,
60.86,11.15,44.2,,36.87,11.15,44.2,,,,,,
60.88,11.14,44.1,,36.89,11.14,44.1,,,,,,
60.89,11.13,43.8,,36.9,11.13,43.8,,,,,,
60.9,11.11,43.6,,36.91,11.11,43.6,,,,,,
60.91,11.1,43.5,,36.92,11.1,43.5,,,,,,
60.93,11.09,43.6,,36.94,11.09,43.6,,,,,,
60.94,11.07,43.5,,36.95,11.07,43.5,,,,,,
60.95,11.06,43.1,,36.96,11.06,43.1,,,,,,
60.96,11.05,43.1,,36.97,11.05,43.1,,,,,,
60.98,11.03,43.2,,36.99,11.03,43.2,,,,,,
60.99,11.02,43.2,,37,11.02,43.2,,,,,,
61,11.01,42.9,,37.01,11.01,42.9,,,,,,
61.01,11,42.6,,37.02,11,42.6,,,,,,
61.02,10.98,43,,37.03,10.98,43,,,,,,
61.04,10.98,43.1,,37.05,10.98,43.1,,,,,,
61.05,10.96,42.8,,37.06,10.96,42.8,,,,,,
61.06,10.94,42.6,,37.07,10.94,42.6,,,,,,
61.07,10.94,42.6,,37.08,10.94,42.6,,,,,,
61.09,10.92,42.7,,37.1,10.92,42.7,,,,,,
61.1,10.91,42.4,,37.11,10.91,42.4,,,,,,
61.11,10.9,42.2,,37.12,10.9,42.2,,,,,,
61.12,10.89,41.9,,37.13,10.89,41.9,,,,,,
61.14,10.87,42,,37.15,10.87,42,,,,,,
61.15,10.85,42.1,,37.16,10.85,42.1,,,,,,
61.16,10.85,42.1,,37.17,10.85,42.1,,,,,,
61.17,10.83,41.9,,37.18,10.83,41.9,,,,,,
61.19,10.82,41.9,,37.2,10.82,41.9,,,,,,
61.2,10.81,41.6,,37.21,10.81,41.6,,,,,,
61.21,10.8,41.6,,37.22,10.8,41.6,,,,,,
61.22,10.78,41.5,,37.23,10.78,41.5,,,,,,
61.23,10.77,41.5,,37.24,10.77,41.5,,,,,,
61.25,10.76,41.6,,37.26,10.76,41.6,,,,,,
61.26,10.75,41.5,,37.27,10.75,41.5,,,,,,
61.27,10.73,41.5,,37.28,10.73,41.5,,,,,,
61.28,10.72,41.3,,37.29,10.72,41.3,,,,,,
61.3,10.71,41.1,,37.31,10.71,41.1,,,,,,
61.31,10.69,41.1,,37.32,10.69,41.1,,,,,,
61.32,10.68,41.1,,37.33,10.68,41.1,,,,,,
61.33,10.67,40.9,,37.34,10.67,40.9,,,,,,
61.35,10.65,40.7,,37.36,10.65,40.7,,,,,,
61.36,10.65,40.7,,37.37,10.65,40.7,,,,,,
61.37,10.63,40.5,,37.38,10.63,40.5,,,,,,
61.38,10.62,40.7,,37.39,10.62,40.7,,,,,,
61.39,10.61,40.7,,37.4,10.61,40.7,,,,,,
61.41,10.59,40.6,,37.42,10.59,40.6,,,,,,
61.42,10.59,40.7,,37.43,10.59,40.7,,,,,,
61.43,10.57,40.5,,37.44,10.57,40.5,,,,,,
61.44,10.55,40.4,,37.45,10.55,40.4,,,,,,
61.46,10.55,40.3,,37.47,10.55,40.3,,,,,,
61.47,10.53,40.1,,37.48,10.53,40.1,,,,,,
61.48,10.52,40,,37.49,10.52,40,,,,,,
61.49,10.51,40.2,,37.5,10.51,40.2,,,,,,
61.51,10.49,40.1,,37.52,10.49,40.1,,,,,,
61.52,10.48,40.3,,37.53,10.48,40.3,,,,,,
61.53,10.47,40.2,,37.54,10.47,40.2,,,,,,
61.54,10.45,39.8,,37.55,10.45,39.8,,,,,,
61.56,10.44,39.5,,37.57,10.44,39.5,,,,,,
61.57,10.43,39.3,,37.58,10.43,39.3,,,,,,
61.58,10.42,39.5,,37.59,10.42,39.5,,,,,,
61.59,10.4,39.6,,37.6,10.4,39.6,,,,,,
61.61,10.39,39.5,,37.62,10.39,39.5,,,,,,
61.62,10.38,39.4,,37.63,10.38,39.4,,,,,,
61.63,10.36,39.5,,37.64,10.36,39.5,,,,,,
61.64,10.35,39.5,,37.65,10.35,39.5,,,,,,
61.66,10.34,39.2,,37.67,10.34,39.2,,,,,,
61.67,10.32,39.1,,37.68,10.32,39.1,,,,,,
61.68,10.31,39.2,,37.69,10.31,39.2,,,,,,
61.69,10.3,39.1,,37.7,10.3,39.1,,,,,,
61.7,10.28,38.7,,37.71,10.28,38.7,,,,,,
61.72,10.27,38.8,,37.73,10.27,38.8,,,,,,
61.73,10.26,39,,37.74,10.26,39,,,,,,
61.74,10.25,39,,37.75,10.25,39,,,,,,
61.75,10.23,38.7,,37.76,10.23,38.7,,,,,,
61.77,10.22,38.5,,37.78,10.22,38.5,,,,,,
61.78,10.21,38.7,,37.79,10.21,38.7,,,,,,
61.79,10.19,38.4,,37.8,10.19,38.4,,,,,,
61.8,10.18,38.1,,37.81,10.18,38.1,,,,,,
61.82,10.17,38.4,,37.83,10.17,38.4,,,,,,
61.83,10.15,38.5,,37.84,10.15,38.5,,,,,,
61.84,10.15,38.2,,37.85,10.15,38.2,,,,,,
61.85,10.13,38.1,,37.86,10.13,38.1,,,,,,
61.87,10.11,38.2,,37.88,10.11,38.2,,,,,,
61.88,10.1,37.9,,37.89,10.1,37.9,,,,,,
61.89,10.1,38.2,,37.9,10.1,38.2,,,,,,
61.9,10.07,38,,37.91,10.07,38,,,,,,
61.91,10.06,37.7,,37.92,10.06,37.7,,,,,,
61.93,10.06,37.7,,37.94,10.06,37.7,,,,,,
61.94,10.04,37.6,,37.95,10.04,37.6,,,,,,
61.95,10.02,37.7,,37.96,10.02,37.7,,,,,,
61.96,10.02,37.7,,37.97,10.02,37.7,,,,,,
61.98,10,37.4,,37.99,10,37.4,,,,,,
61.99,9.98,37.2,,38,9.98,37.2,,,,,,
62,9.97,37.3,,38.01,9.97,37.3,,,,,,
62.01,9.96,37.1,,38.02,9.96,37.1,,,,,,
62.03,9.94,37.1,,38.04,9.94,37.1,,,,,,
62.04,9.94,37.2,,38.05,9.94,37.2,,,,,,
62.05,9.92,37.1,,38.06,9.92,37.1,,,,,,
62.06,9.9,36.9,,38.07,9.9,36.9,,,,,,
62.08,9.9,36.9,,38.09,9.9,36.9,,,,,,
62.09,9.88,37,,38.1,9.88,37,,,,,,
62.1,9.86,36.9,,38.11,9.86,36.9,,,,,,
62.11,9.85,36.9,,38.12,9.85,36.9,,,,,,
62.12,9.85,36.7,,38.13,9.85,36.7,,,,,,
62.14,9.82,36.7,,38.15,9.82,36.7,,,,,,
62.15,9.81,36.8,,38.16,9.81,36.8,,,,,,
62.16,9.81,36.7,,38.17,9.81,36.7,,,,,,
62.17,9.79,36.8,,38.18,9.79,36.8,,,,,,
62.19,9.77,36.6,,38.2,9.77,36.6,,,,,,
62.2,9.77,36.6,,38.21,9.77,36.6,,,,,,
62.21,9.75,36.5,,38.22,9.75,36.5,,,,,,
62.22,9.73,36.4,,38.23,9.73,36.4,,,,,,
62.24,9.73,36.2,,38.25,9.73,36.2,,,,,,
62.25,9.72,35.9,,38.26,9.72,35.9,,,,,,
62.26,9.7,35.9,,38.27,9.7,35.9,,,,,,
62.27,9.69,35.7,,38.28,9.69,35.7,,,,,,
62.28,9.68,36,,38.29,9.68,36,,,,,,
62.3,9.66,36.2,,38.31,9.66,36.2,,,,,,
62.31,9.65,36,,38.32,9.65,36,,,,,,
62.32,9.64,35.8,,38.33,9.64,35.8,,,,,,
62.33,9.63,35.7,,38.34,9.63,35.7,,,,,,
62.35,9.61,35.7,,38.36,9.61,35.7,,,,,,
62.36,9.6,35.8,,38.37,9.6,35.8,,,,,,
62.37,9.59,35.8,,38.38,9.59,35.8,,,,,,
62.38,9.57,35.5,,38.39,9.57,35.5,,,,,,
62.39,9.56,35.1,,38.4,9.56,35.1,,,,,,
62.41,9.55,35.2,,38.42,9.55,35.2,,,,,,
62.42,9.54,35.3,,38.43,9.54,35.3,,,,,,
62.43,9.52,35.4,,38.44,9.52,35.4,,,,,,
62.45,9.51,35.4,,38.46,9.51,35.4,,,,,,
62.46,9.5,35.1,,38.47,9.5,35.1,,,,,,
62.47,9.48,35.1,,38.48,9.48,35.1,,,,,,
62.48,9.47,35,,38.49,9.47,35,,,,,,
62.5,9.46,34.9,,38.51,9.46,34.9,,,,,,
62.51,9.44,35,,38.52,9.44,35,,,,,,
62.52,9.43,34.9,,38.53,9.43,34.9,,,,,,
62.53,9.42,34.7,,38.54,9.42,34.7,,,,,,
62.54,9.41,34.7,,38.55,9.41,34.7,,,,,,
62.56,9.4,34.7,,38.57,9.4,34.7,,,,,,
62.57,9.38,34.8,,38.58,9.38,34.8,,,,,,
62.58,9.37,35,,38.59,9.37,35,,,,,,
62.59,9.35,34.6,,38.6,9.35,34.6,,,,,,
62.61,9.34,34.4,,38.62,9.34,34.4,,,,,,
62.62,9.33,34.4,,38.63,9.33,34.4,,,,,,
62.63,9.32,34.4,,38.64,9.32,34.4,,,,,,
62.64,9.3,34.3,,38.65,9.3,34.3,,,,,,
62.66,9.29,34.1,,38.67,9.29,34.1,,,,,,
62.67,9.28,34,,38.68,9.28,34,,,,,,
62.68,9.27,34,,38.69,9.27,34,,,,,,
62.69,9.26,33.9,,38.7,9.26,33.9,,,,,,
62.71,9.24,34,,38.72,9.24,34,,,,,,
62.72,9.23,34.1,,38.73,9.23,34.1,,,,,,
62.73,9.22,34.1,,38.74,9.22,34.1,,,,,,
62.74,9.21,33.9,,38.75,9.21,33.9,,,,,,
62.75,9.19,33.7,,38.76,9.19,33.7,,,,,,
62.77,9.18,34,,38.78,9.18,34,,,,,,
62.78,9.17,33.7,,38.79,9.17,33.7,,,,,,
62.79,9.15,33.5,,38.8,9.15,33.5,,,,,,
62.8,9.14,33.5,,38.81,9.14,33.5,,,,,,
62.82,9.13,33.4,,38.83,9.13,33.4,,,,,,
62.83,9.11,33.5,,38.84,9.11,33.5,,,,,,
62.84,9.1,33.4,,38.85,9.1,33.4,,,,,,
62.85,9.09,33.3,,38.86,9.09,33.3,,,,,,
62.87,9.08,33.1,,38.88,9.08,33.1,,,,,,
62.88,9.06,33,,38.89,9.06,33,,,,,,
62.89,9.06,33.1,,38.9,9.06,33.1,,,,,,
62.9,9.04,33.3,,38.91,9.04,33.3,,,,,,
62.92,9.02,33.1,,38.93,9.02,33.1,,,,,,
62.93,9.02,33.1,,38.94,9.02,33.1,,,,,,
62.94,9,33.2,,38.95,9,33.2,,,,,,
62.95,8.98,33.1,,38.96,8.98,33.1,,,,,,
62.96,8.98,32.8,,38.97,8.98,32.8,,,,,,
62.98,8.96,32.6,,38.99,8.96,32.6,,,,,,
62.99,8.94,32.6,,39,8.94,32.6,,,,,,
63,8.94,32.5,,39.01,8.94,32.5,,,,,,
63.01,8.93,32.6,,39.02,8.93,32.6,,,,,,
63.03,8.91,32.7,,39.04,8.91,32.7,,,,,,
63.04,8.9,32.4,,39.05,8.9,32.4,,,,,,
63.05,8.89,32.2,,39.06,8.89,32.2,,,,,,
63.06,8.87,32.6,,39.07,8.87,32.6,,,,,,
63.08,8.85,32.5,,39.09,8.85,32.5,,,,,,
63.09,8.85,32.4,,39.1,8.85,32.4,,,,,,
63.1,8.83,32.3,,39.11,8.83,32.3,,,,,,
63.11,8.82,32.2,,39.12,8.82,32.2,,,,,,
63.12,8.81,31.9,,39.13,8.81,31.9,,,,,,
63.14,8.79,32,,39.15,8.79,32,,,,,,
63.15,8.77,32.1,,39.16,8.77,32.1,,,,,,
63.16,8.77,32,,39.17,8.77,32,,,,,,
63.17,8.75,31.9,,39.18,8.75,31.9,,,,,,
63.19,8.73,31.9,,39.2,8.73,31.9,,,,,,
63.2,8.73,31.9,,39.21,8.73,31.9,,,,,,
63.21,8.72,31.9,,39.22,8.72,31.9,,,,,,
63.22,8.7,31.8,,39.23,8.7,31.8,,,,,,
63.24,8.69,31.6,,39.25,8.69,31.6,,,,,,
63.25,8.68,31.9,,39.26,8.68,31.9,,,,,,
63.26,8.66,31.8,,39.27,8.66,31.8,,,,,,
63.27,8.65,31.4,,39.28,8.65,31.4,,,,,,
63.28,8.64,31.5,,39.29,8.64,31.5,,,,,,
63.3,8.63,31.5,,39.31,8.63,31.5,,,,,,
63.31,8.61,31.6,,39.32,8.61,31.6,,,,,,
63.32,8.6,31.5,,39.33,8.6,31.5,,,,,,
63.33,8.59,31.3,,39.34,8.59,31.3,,,,,,
63.35,8.57,31.5,,39.36,8.57,31.5,,,,,,
63.36,8.56,31.2,,39.37,8.56,31.2,,,,,,
63.37,8.55,31.2,,39.38,8.55,31.2,,,,,,
63.39,8.53,31.3,,39.4,8.53,31.3,,,,,,
63.4,8.52,31.3,,39.41,8.52,31.3,,,,,,
63.41,8.51,31,,39.42,8.51,31,,,,,,
63.42,8.5,30.7,,39.43,8.5,30.7,,,,,,
63.43,8.48,30.7,,39.44,8.48,30.7,,,,,,
63.45,8.47,30.8,,39.46,8.47,30.8,,,,,,
63.46,8.46,30.8,,39.47,8.46,30.8,,,,,,
63.47,8.44,30.6,,39.48,8.44,30.6,,,,,,
63.48,8.43,30.6,,39.49,8.43,30.6,,,,,,
63.5,8.42,30.5,,39.51,8.42,30.5,,,,,,
63.51,8.41,30.5,,39.52,8.41,30.5,,,,,,
63.52,8.4,30.4,,39.53,8.4,30.4,,,,,,
63.53,8.38,30.2,,39.54,8.38,30.2,,,,,,
63.54,8.37,30.1,,39.55,8.37,30.1,,,,,,
63.56,8.35,30.4,,39.57,8.35,30.4,,,,,,
63.57,8.34,30.7,,39.58,8.34,30.7,,,,,,
63.58,8.33,30.3,,39.59,8.33,30.3,,,,,,
63.6,8.32,30.4,,39.61,8.32,30.4,,,,,,
63.61,8.3,30.4,,39.62,8.3,30.4,,,,,,
63.62,8.3,30.3,,39.63,8.3,30.3,,,,,,
63.63,8.28,30.2,,39.64,8.28,30.2,,,,,,
63.64,8.27,30,,39.65,8.27,30,,,,,,
63.66,8.26,29.7,,39.67,8.26,29.7,,,,,,
63.67,8.25,29.6,,39.68,8.25,29.6,,,,,,
63.68,8.23,29.7,,39.69,8.23,29.7,,,,,,
63.69,8.22,29.8,,39.7,8.22,29.8,,,,,,
63.71,8.21,29.7,,39.72,8.21,29.7,,,,,,
63.72,8.19,29.7,,39.73,8.19,29.7,,,,,,
63.73,8.18,29.5,,39.74,8.18,29.5,,,,,,
63.74,8.17,29.3,,39.75,8.17,29.3,,,,,,
63.75,8.15,29.5,,39.76,8.15,29.5,,,,,,
63.77,8.14,29.9,,39.78,8.14,29.9,,,,,,
63.78,8.13,29.6,,39.79,8.13,29.6,,,,,,
63.79,8.11,29.6,,39.8,8.11,29.6,,,,,,
63.8,8.1,29.4,,39.81,8.1,29.4,,,,,,
63.82,8.1,29.3,,39.83,8.1,29.3,,,,,,
63.83,8.08,29.1,,39.84,8.08,29.1,,,,,,
63.84,8.06,29,,39.85,8.06,29,,,,,,
63.85,8.06,29.2,,39.86,8.06,29.2,,,,,,
63.87,8.04,29,,39.88,8.04,29,,,,,,
63.88,8.02,29.1,,39.89,8.02,29.1,,,,,,
63.89,8.02,29.1,,39.9,8.02,29.1,,,,,,
63.9,8,29,,39.91,8,29,,,,,,
63.92,7.99,29.1,,39.93,7.99,29.1,,,,,,
63.93,7.98,28.9,,39.94,7.98,28.9,,,,,,
63.94,7.96,28.8,,39.95,7.96,28.8,,,,,,
63.95,7.95,28.8,,39.96,7.95,28.8,,,,,,
63.96,7.94,28.7,,39.97,7.94,28.7,,,,,,
63.98,7.92,28.7,,39.99,7.92,28.7,,,,,,
63.99,7.91,28.8,,40,7.91,28.8,,,,,,
64,7.9,28.5,,40.01,7.9,28.5,,,,,,
64.01,7.89,28.2,,40.02,7.89,28.2,,,,,,
64.03,7.87,28.3,,40.04,7.87,28.3,,,,,,
64.04,7.86,28.5,,40.05,7.86,28.5,,,,,,
64.05,7.84,28.4,,40.06,7.84,28.4,,,,,,
64.06,7.83,28,,40.07,7.83,28,,,,,,
64.08,7.82,28,,40.09,7.82,28,,,,,,
64.09,7.8,28.2,,40.1,7.8,28.2,,,,,,
64.1,7.79,28.1,,40.11,7.79,28.1,,,,,,
64.11,7.78,28.1,,40.12,7.78,28.1,,,,,,
64.12,7.76,28.2,,40.13,7.76,28.2,,,,,,
64.14,7.76,28.2,,40.15,7.76,28.2,,,,,,
64.15,7.74,28.4,,40.16,7.74,28.4,,,,,,
64.16,7.73,28,,40.17,7.73,28,,,,,,
64.18,7.72,27.8,,40.19,7.72,27.8,,,,,,
64.19,7.7,27.8,,40.2,7.7,27.8,,,,,,
64.2,7.69,28.1,,40.21,7.69,28.1,,,,,,
64.21,7.68,27.8,,40.22,7.68,27.8,,,,,,
64.22,7.66,27.9,,40.23,7.66,27.9,,,,,,
64.24,7.66,27.7,,40.25,7.66,27.7,,,,,,
64.25,7.64,27.8,,40.26,7.64,27.8,,,,,,
64.26,7.63,27.8,,40.27,7.63,27.8,,,,,,
64.27,7.61,27.4,,40.28,7.61,27.4,,,,,,
64.29,7.61,27.3,,40.3,7.61,27.3,,,,,,
64.3,7.59,27.6,,40.31,7.59,27.6,,,,,,
64.31,7.57,27.4,,40.32,7.57,27.4,,,,,,
64.32,7.57,27.4,,40.33,7.57,27.4,,,,,,
64.34,7.55,27.4,,40.35,7.55,27.4,,,,,,
64.35,7.54,27.3,,40.36,7.54,27.3,,,,,,
64.36,7.53,27.3,,40.37,7.53,27.3,,,,,,
64.37,7.51,27,,40.38,7.51,27,,,,,,
64.39,7.5,27,,40.4,7.5,27,,,,,,
64.4,7.49,27.1,,40.41,7.49,27.1,,,,,,
64.41,7.47,26.9,,40.42,7.47,26.9,,,,,,
64.42,7.46,26.9,,40.43,7.46,26.9,,,,,,
64.43,7.45,26.9,,40.44,7.45,26.9,,,,,,
64.45,7.43,26.8,,40.46,7.43,26.8,,,,,,
64.46,7.42,26.9,,40.47,7.42,26.9,,,,,,
64.47,7.41,27,,40.48,7.41,27,,,,,,
64.48,7.4,27,,40.49,7.4,27,,,,,,
64.5,7.38,27,,40.51,7.38,27,,,,,,
64.51,7.37,26.9,,40.52,7.37,26.9,,,,,,
64.52,7.36,26.5,,40.53,7.36,26.5,,,,,,
64.53,7.34,26.4,,40.54,7.34,26.4,,,,,,
64.55,7.33,26.5,,40.56,7.33,26.5,,,,,,
64.56,7.32,26.7,,40.57,7.32,26.7,,,,,,
64.57,7.3,26.6,,40.58,7.3,26.6,,,,,,
64.58,7.29,26.7,,40.59,7.29,26.7,,,,,,
64.6,7.28,26.5,,40.61,7.28,26.5,,,,,,
64.61,7.26,26.2,,40.62,7.26,26.2,,,,,,
64.62,7.26,26.1,,40.63,7.26,26.1,,,,,,
64.63,7.24,26.1,,40.64,7.24,26.1,,,,,,
64.64,7.23,26.2,,40.65,7.23,26.2,,,,,,
64.66,7.22,26.1,,40.67,7.22,26.1,,,,,,
64.67,7.2,26.1,,40.68,7.2,26.1,,,,,,
64.68,7.19,26.1,,40.69,7.19,26.1,,,,,,
64.69,7.18,26,,40.7,7.18,26,,,,,,
64.71,7.17,26,,40.72,7.17,26,,,,,,
64.72,7.15,26,,40.73,7.15,26,,,,,,
64.73,7.14,25.9,,40.74,7.14,25.9,,,,,,
64.74,7.13,26.1,,40.75,7.13,26.1,,,,,,
64.76,7.11,26,,40.77,7.11,26,,,,,,
64.77,7.1,25.7,,40.78,7.1,25.7,,,,,,
64.78,7.09,25.7,,40.79,7.09,25.7,,,,,,
64.79,7.07,25.5,,40.8,7.07,25.5,,,,,,
64.8,7.06,25.5,,40.81,7.06,25.5,,,,,,
64.82,7.05,25.6,,40.83,7.05,25.6,,,,,,
64.83,7.03,25.5,,40.84,7.03,25.5,,,,,,
64.84,7.02,25.5,,40.85,7.02,25.5,,,,,,
64.85,7.01,25.6,,40.86,7.01,25.6,,,,,,
64.87,7,25.6,,40.88,7,25.6,,,,,,
64.88,6.99,25.7,,40.89,6.99,25.7,,,,,,
64.89,6.97,25.6,,40.9,6.97,25.6,,,,,,
64.9,6.96,25.4,,40.91,6.96,25.4,,,,,,
64.92,6.95,25.1,,40.93,6.95,25.1,,,,,,
64.93,6.94,25.1,,40.94,6.94,25.1,,,,,,
64.94,6.92,25.2,,40.95,6.92,25.2,,,,,,
64.95,6.91,25.4,,40.96,6.91,25.4,,,,,,
64.97,6.9,25.2,,40.98,6.9,25.2,,,,,,
64.98,6.88,25,,40.99,6.88,25,,,,,,
64.99,6.87,24.8,,41,6.87,24.8,,,,,,
65,6.86,24.9,,41.01,6.86,24.9,,,,,,
65.02,6.84,25,,41.03,6.84,25,,,,,,
65.03,6.83,25,,41.04,6.83,25,,,,,,
65.04,6.82,25,,41.05,6.82,25,,,,,,
65.05,6.8,24.8,,41.06,6.8,24.8,,,,,,
65.06,6.79,24.6,,41.07,6.79,24.6,,,,,,
65.08,6.78,24.5,,41.09,6.78,24.5,,,,,,
65.09,6.77,24.6,,41.1,6.77,24.6,,,,,,
65.1,6.76,24.7,,41.11,6.76,24.7,,,,,,
65.11,6.74,24.6,,41.12,6.74,24.6,,,,,,
65.13,6.73,24.5,,41.14,6.73,24.5,,,,,,
65.14,6.72,24.5,,41.15,6.72,24.5,,,,,,
65.15,6.71,24.5,,41.16,6.71,24.5,,,,,,
65.16,6.7,24.3,,41.17,6.7,24.3,,,,,,
65.18,6.68,24.3,,41.19,6.68,24.3,,,,,,
65.19,6.67,24.2,,41.2,6.67,24.2,,,,,,
65.2,6.66,24.3,,41.21,6.66,24.3,,,,,,
65.21,6.65,24.1,,41.22,6.65,24.1,,,,,,
65.23,6.63,23.8,,41.24,6.63,23.8,,,,,,
65.24,6.62,23.9,,41.25,6.62,23.9,,,,,,
65.25,6.61,24,,41.26,6.61,24,,,,,,
65.26,6.59,24,,41.27,6.59,24,,,,,,
65.28,6.58,24.1,,41.29,6.58,24.1,,,,,,
65.29,6.57,24.2,,41.3,6.57,24.2,,,,,,
65.3,6.55,23.9,,41.31,6.55,23.9,,,,,,
65.31,6.54,23.9,,41.32,6.54,23.9,,,,,,
65.32,6.53,23.9,,41.33,6.53,23.9,,,,,,
65.34,6.51,23.9,,41.35,6.51,23.9,,,,,,
65.35,6.51,23.7,,41.36,6.51,23.7,,,,,,
65.36,6.49,23.7,,41.37,6.49,23.7,,,,,,
65.37,6.48,23.7,,41.38,6.48,23.7,,,,,,
65.39,6.47,23.6,,41.4,6.47,23.6,,,,,,
65.4,6.45,23.3,,41.41,6.45,23.3,,,,,,
65.41,6.44,23.5,,41.42,6.44,23.5,,,,,,
65.42,6.43,23.4,,41.43,6.43,23.4,,,,,,
65.44,6.41,23.2,,41.45,6.41,23.2,,,,,,
65.45,6.4,23.1,,41.46,6.4,23.1,,,,,,
65.46,6.39,23.3,,41.47,6.39,23.3,,,,,,
65.47,6.38,23.3,,41.48,6.38,23.3,,,,,,
65.49,6.36,23.3,,41.5,6.36,23.3,,,,,,
65.5,6.34,23,,41.51,6.34,23,,,,,,
65.51,6.34,23,,41.52,6.34,23,,,,,,
65.52,6.32,22.9,,41.53,6.32,22.9,,,,,,
65.53,6.3,22.7,,41.54,6.3,22.7,,,,,,
65.55,6.3,22.9,,41.56,6.3,22.9,,,,,,
65.56,6.28,23,,41.57,6.28,23,,,,,,
65.57,6.26,22.9,,41.58,6.26,22.9,,,,,,
65.58,6.26,22.9,,41.59,6.26,22.9,,,,,,
65.6,6.24,22.7,,41.61,6.24,22.7,,,,,,
65.61,6.23,22.7,,41.62,6.23,22.7,,,,,,
65.62,6.22,22.8,,41.63,6.22,22.8,,,,,,
65.63,6.21,22.8,,41.64,6.21,22.8,,,,,,
65.65,6.19,22.5,,41.66,6.19,22.5,,,,,,
65.66,6.18,22.5,,41.67,6.18,22.5,,,,,,
65.67,6.17,22.6,,41.68,6.17,22.6,,,,,,
65.68,6.15,22.6,,41.69,6.15,22.6,,,,,,
65.7,6.14,22.4,,41.71,6.14,22.4,,,,,,
65.71,6.13,22.5,,41.72,6.13,22.5,,,,,,
65.72,6.11,22.6,,41.73,6.11,22.6,,,,,,
65.73,6.1,22.4,,41.74,6.1,22.4,,,,,,
65.74,6.09,22.2,,41.75,6.09,22.2,,,,,,
65.76,6.07,22.3,,41.77,6.07,22.3,,,,,,
65.77,6.06,22.1,,41.78,6.06,22.1,,,,,,
65.78,6.05,22.1,,41.79,6.05,22.1,,,,,,
65.79,6.03,22.1,,41.8,6.03,22.1,,,,,,
65.81,6.02,22.2,,41.82,6.02,22.2,,,,,,
65.82,6.01,22,,41.83,6.01,22,,,,,,
65.83,6,21.9,,41.84,6,21.9,,,,,,
65.84,5.98,22,,41.85,5.98,22,,,,,,
65.86,5.97,21.9,,41.87,5.97,21.9,,,,,,
65.87,5.96,21.9,,41.88,5.96,21.9,,,,,,
65.88,5.94,21.9,,41.89,5.94,21.9,,,,,,
65.89,5.93,21.9,,41.9,5.93,21.9,,,,,,
65.91,5.92,21.8,,41.92,5.92,21.8,,,,,,
65.92,5.9,21.6,,41.93,5.9,21.6,,,,,,
65.93,5.89,21.7,,41.94,5.89,21.7,,,,,,
65.94,5.88,21.7,,41.95,5.88,21.7,,,,,,
65.96,5.86,21.7,,41.97,5.86,21.7,,,,,,
65.97,5.85,21.7,,41.98,5.85,21.7,,,,,,
65.98,5.84,21.6,,41.99,5.84,21.6,,,,,,
65.99,5.82,21.6,,42,5.82,21.6,,,,,,
66,5.81,21.4,,42.01,5.81,21.4,,,,,,
66.02,5.8,21.3,,42.03,5.8,21.3,,,,,,
66.03,5.78,21.4,,42.04,5.78,21.4,,,,,,
66.04,5.77,21.4,,42.05,5.77,21.4,,,,,,
66.05,5.76,21.4,,42.06,5.76,21.4,,,,,,
66.07,5.74,21.3,,42.08,5.74,21.3,,,,,,
66.08,5.73,21.1,,42.09,5.73,21.1,,,,,,
66.09,5.72,21.1,,42.1,5.72,21.1,,,,,,
66.1,5.71,21.2,,42.11,5.71,21.2,,,,,,
66.12,5.69,21,,42.13,5.69,21,,,,,,
66.13,5.68,20.8,,42.14,5.68,20.8,,,,,,
66.14,5.67,21,,42.15,5.67,21,,,,,,
66.15,5.65,20.7,,42.16,5.65,20.7,,,,,,
66.17,5.65,20.7,,42.18,5.65,20.7,,,,,,
66.18,5.63,20.9,,42.19,5.63,20.9,,,,,,
66.19,5.61,20.9,,42.2,5.61,20.9,,,,,,
66.2,5.61,20.4,,42.21,5.61,20.4,,,,,,
66.21,5.59,20.6,,42.22,5.59,20.6,,,,,,
66.23,5.57,20.8,,42.24,5.57,20.8,,,,,,
66.24,5.57,20.5,,42.25,5.57,20.5,,,,,,
